uptimeNanos,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
11886330823963,-0.13828457342929568,-1.3133332281370365,9.329530071464507,-0.06416855597249838,-0.015678828467762085,0.055109049175279014
11886351242093,-0.29025554032492096,-1.160238439540203,9.151524079894584,0.005931342756000865,-0.05837690442965472,0.048858475706527967
11886370134203,-0.2290760463175552,-1.2333769988384071,9.157723048367574,-0.03844096965368046,-0.01240291143370213,0.0976844544019857
11886390125046,0.12911095959641372,-1.4581126497938008,9.410809467324727,-0.03863500126722977,-0.028466512412769877,0.11879767747600045
11886409352881,0.15820078037349816,-1.815588219455563,9.54147503579518,0.023091371202886263,-0.08134157653361103,0.12398613389113923
11886429038521,0.7078768992919606,-1.4649525818352611,9.063899955157057,0.014838518245443078,-0.08235724308158347,0.10178808728924177
11886449029365,0.4240698060338133,-2.137721796950583,9.420588349653773,-0.06180683245835045,-0.01801688087894751,0.13815941302545182
11886468623445,0.670029763155398,-2.0371425675801547,9.920951877318522,-0.09060198156109933,-0.018546273124147417,0.13663754616848153
11886488370126,1.2238744095506178,-1.554954650552883,9.927460381721264,0.002804477130667227,-0.08164945426126402,0.14858146479339504
11886507903164,1.3935519639866776,-1.3795425454798045,9.674264015567156,0.030791483168932213,-0.10793908189992596,0.15024400009969985
11886527527763,1.0986747663980625,-1.9505549199984813,9.765864366308053,-0.027269314024968683,-0.06633023783872649,0.14044682693880647
11886546816638,1.302828144241353,-1.973732571946229,9.967808672162967,-0.03939625281530573,-0.05130677191318178,0.17959680443995546
11886566471758,2.2617023833894483,-0.8767270165351064,9.833372553998279,-0.024019071131586408,-0.06808940794134477,0.19852814511244346
11886586096359,1.9435630645514903,-1.645268141921827,10.074181947568263,0.0010924920586745657,-0.07333233680822683,0.25731395232401955
11886605720958,2.2146979156537463,-1.7519377276025097,9.912120403071906,-0.01674982525094659,-0.08434946744344818,0.2737095563709735
11886625376077,2.5655880299637994,-1.96939663955012,9.713073611881798,-0.05372574349874951,-0.04645328710285318,0.25282877576979185
11886644939636,2.47227503475672,-2.5381776514056757,9.980334580501971,-0.0717369640639793,-0.04820509690464583,0.2991978823098355
11886664594755,2.6668186059348784,-2.157540014431838,9.996603274276456,-0.046220669316047965,-0.08255069627013363,0.23861058563124846
11886684219355,2.8958582880326773,-1.7515924298689924,9.841872210868663,-0.0507077898028081,-0.08896628444252275,0.3037090581075168
11886703843954,3.4574749424801676,-1.4024731536342971,9.930309168641168,-0.04352793910320973,-0.0681779119905086,0.3825274967216074
11886723499073,3.0532095318418815,-1.7886664336388294,10.297041157693275,-0.003223445958578708,-0.11937354631082453,0.3494150968456627
11886743612000,3.1429616446717037,-2.126858793400934,10.16857775160747,-0.02171382976721836,-0.10197846287272716,0.4020157855563333
11886763480762,3.8883057982536564,-1.5431793972918797,10.271327058944797,-0.1100759534372024,-0.03493525783619941,0.4550197310495268
11886782739117,3.816461353841188,-1.7259443496004003,11.132659206926824,-0.19653107783518545,-0.000665855181531283,0.405851523695228
11886802394237,4.460553228994009,-1.4822763890499289,10.869007180729845,-0.03063177497685565,-0.03654894033255962,0.443522512285878
11886822079877,3.868637348189869,-1.5514202334051357,10.520596858316672,-0.04185069283709897,-0.10456205577575428,0.3517581755882171
11886841612915,3.7488910469217984,-1.1163983156529866,10.312590648230117,-0.17741610699972374,-0.015979423569012496,0.4366535980896629
11886861298555,4.207574084480939,-0.05697299994938732,10.374121087139445,-0.1311162053973226,-0.00039851498383502987,0.4780063446949183
11886881045235,3.6307095768250015,-1.7202109561049852,11.211658270547952,-0.01807048975496639,-0.034524308216208784,0.4410577164735925
11886901493885,4.147801420543821,-1.7988796686884996,10.78933000857615,-0.0947628223617405,-0.004714151859142035,0.4838436576238924
11886920233394,3.788187060581347,-0.014590818631482703,9.884304423317516,-0.04470859547189243,-0.09566704738763733,0.31977434547002315
11886949655032,3.0472319295363883,-1.4942628817696288,10.017137202230039,-0.07640786669325061,-0.03832293120687647,0.3850636255956504
11886959482592,3.401833966586873,-1.4437754067462336,10.087495379941528,-0.1320116687027703,0.04297635563953983,0.5800327007968265
11886979107192,3.740846475672553,0.6771305558246752,10.47223433084458,-0.19754279254727325,-0.015935202553279126,0.4871149395376667
11886998701271,3.829170875747032,0.4217294991780136,10.829040691042989,0.1157901881855109,0.038763986498804526,0.5317375384372043
11887018356391,4.3488192721277015,-0.8570243198823722,10.052940642339118,0.03935077953424992,0.034614502629274346,0.6131052371698265
11887037980990,4.320252459384181,-1.717076098091681,10.077132949004355,-0.20678358171620506,0.08173615758421371,0.4561604831809955
11887057636109,2.960312591009614,-1.4669304808627217,10.551588964129834,-0.21096480120442296,-0.058518481071913486,0.3199614626139935
11887077260711,2.7204087360641496,0.07686053415231697,9.719931691119509,-0.06328585108656876,-0.022144213932475683,0.4954643803572205
11887096915830,2.641395872025063,0.2022390135442791,9.886433203244133,-0.11225685294372932,0.1085246453694898,0.651092876163458
11887116509909,3.928897043023728,0.34446568879055306,10.91519440424929,-0.12239854462352873,0.13993125444006993,0.6113814401793323
11887136134508,5.079970656985868,-0.7009223379080165,11.638686169328615,-0.032615276934838566,0.012552753806148231,0.6122707319064511
11887155728587,4.5119917517285355,-0.5194397528270507,11.103813372027938,0.0054983959430459075,-0.03046344808201673,0.3808567350612737
11887175414227,1.9733797324606668,0.21888563737351416,10.115477050474118,-0.2267817167032419,-0.10999985220723002,0.3029089934377763
11887195008307,1.5586713744767282,1.3246456886666174,10.663867814570668,-0.3831345130775861,0.08254879969088612,0.5781868639130033
11887214632906,3.140186447106512,1.0192200211998674,12.057893308224372,-0.2671383677822751,0.24731570170096925,0.8155675954544191
11887234257505,5.217828447516873,0.3618026248915252,12.089598284556933,0.02502416200568482,0.030667927457196518,0.7538189391022853
11887253882104,4.46436524476733,-1.3060009225932012,11.35224006862309,-0.08195499586170077,-0.024470699251775536,0.4647395254611733
11887274727518,2.732755730765475,1.4831646325015195,10.290512473806253,-0.2590201422620996,-0.0952774631985994,0.3345592886468396
11887293161824,1.5242500660288036,0.7945292132062409,11.05733423185566,-0.29317007497365355,0.03166541660478833,0.4949154619574876
11887312786423,1.9568531203880823,1.6481319173340658,11.056498530854812,-0.16147563787714914,0.03721169409351977,0.7263992390428109
11887332411022,3.099713318873801,2.009946527563919,10.961806422079666,-0.14237581208008332,0.1245586190632464,0.7555432379619711
11887352066142,3.215066238396276,1.0619172828462171,10.634042367604001,-0.1271644005731316,0.041416841393893344,0.6601992282711373
11887371690742,3.3627705884979515,1.1571399172026275,10.381190847825863,-0.24755031222266136,-0.033474801292097366,0.543015358302304
11887391284822,2.9005385582729333,-0.6240436126871103,10.748829765351811,-0.4378784421461156,-0.07255613448213895,0.4712499945607143
11887411214624,1.978782881160761,0.5045437476616184,11.42116279282257,-0.4042030843510455,-0.12048696681084214,0.4912403104224001
11887430534020,1.2349083521565962,1.6838000995674351,11.876137642123716,-0.07166455994513049,-0.03995352262346863,0.5886734824254996
11887450158619,2.0123977435560176,1.6723381410154303,10.274124536114144,0.15844147918793036,0.05591076492406713,0.8320812228791162
11887469783218,3.1602196685710444,0.09954083046988772,10.08518052854076,-0.2145929795707636,0.06974573671082407,0.7236009583132126
11887489468858,3.981062253837521,1.0954928498623904,10.851881782944725,-0.3819857629602392,-0.062445636991085185,0.5332717096934322
11887509734386,3.202397937568737,1.1982307201028355,11.88409175198406,-0.3030995410396517,-0.08606239431797902,0.4177853083070859
11887528290772,2.0843195409481456,1.8623658068041455,11.237653661337953,-0.15780315038360115,0.0230624029091413,0.5043992420860008
11887547976412,2.017065926492487,1.576099129739891,11.037781684880006,-0.19389033782628173,0.05019126344584146,0.6529405103135977
11887567601011,2.196566782670665,1.069181853907537,11.153577194716057,-0.2451360190549128,0.12158368304357835,0.7117197856796392
11887587225610,2.05802310943226,1.2687149744244441,10.843660585277084,-0.1890761468222224,0.07350309765789631,0.5267677097045025
11887607063853,2.1218491033198585,1.1516435127322635,10.685908283172012,-0.19547558240713991,0.008969763727537217,0.4928640376884899
11887626505330,1.3077753255418436,1.5558191639725152,10.656111428783136,-0.4385748518989274,0.041103762447497916,0.6737614704197494
11887646099409,1.3784469149726777,2.531287781752169,11.235113919660833,-0.3644299723727382,0.11729007915794742,0.6468407776428493
11887665785049,2.0230552770536345,2.404730804332903,11.0082692914191,-0.2564750543408576,0.06810675265375732,0.6345378273739888
11887685409649,0.9063935478351725,0.19662786595485213,9.995112505200325,-0.06010762789924706,-0.06991666729805512,0.3423189627822083
11887705034249,0.45503421149456,-0.12200342253324692,8.850861096750403,-0.3549988585322592,-0.052629989768370855,0.4837697860595472
11887724994572,0.4096898974772261,0.5974182881733201,8.880419172047857,-0.4538766785591701,-0.0688968633446656,0.7182479562824449
11887744619172,1.5560100171671252,2.769235121208993,9.645458565481887,-0.3602172301549036,0.1417793521088928,0.7607881515102113
11887764243771,5.0200945625451965,1.1715593878257522,10.974842031364943,-0.2356862295137425,0.2709487897604905,0.9444680756480056
11887783868370,3.4323919826897513,3.484370684694952,10.136597587117336,-0.1295066935128708,-0.07298396865229663,0.38113445699875215
11887803492969,-0.6755964963698631,2.618143524970243,9.505257781881156,-0.2854574668623049,-0.2842455617754813,0.015967679086850484
11887823972140,-2.44795084827334,-0.8382069920324313,11.050833502287702,-0.11520185637810955,-0.30733751059036113,0.5314719006087407
11887842772689,-2.342626636628733,0.2329445196327313,9.534446415721604,-0.35292469321398023,0.2732484367652548,0.7289914457959323
11887862397288,0.2764427764935249,1.9370745437865933,10.597366221445391,-0.5138165928048948,-0.10880773852268888,1.023414747850663
11887882021887,3.568063321483038,3.3472764013925267,12.687481226196107,-0.3527388190676444,-0.010879499068077614,0.9566446697323028
11887901646487,2.4403665888970494,0.2178266279172192,10.928803238451623,0.7147790584755433,-0.04848610681411547,0.3234659335449185
11887921271086,0.10349155680678734,-2.3349442549817283,6.231253400149803,0.1963463036650559,-0.2330362827410033,0.26372667710988384
11887940895686,-3.609068461944673,0.7085168737117868,8.471549561589294,-0.7415274478845291,-0.9714533790624243,0.6310700041009856
11887961954742,-4.104983198454448,2.7656181575826224,16.358763149904266,-0.7132953009095244,-0.21864082039415145,0.9784970411591288
11887980205925,0.3085614511469572,4.598235907664204,17.251180269423937,0.37918671815340055,0.061490371868368136,1.1966001423611776
11887999830525,2.771639380406345,3.273901272091124,12.21659539240049,0.30545298561565115,0.08928843577550792,0.6373036316341179
11888019424605,0.04454719636703075,0.7388346476270975,12.387870174909024,-0.6312044016530365,-0.9786795024801638,0.15715601133758428
11888039049204,-3.079481928608743,4.652557072423973,18.505242295064022,-0.5913982397327735,-0.4243015879315579,0.7835922034719092
11888058673803,-2.006220129458597,2.997573354239236,16.49452075300599,0.3195472965389712,0.031453112620884134,0.7201406489779982
11888078328923,-1.4971122045774825,-0.5048101994272951,12.878424643027108,-0.21360862178856266,-0.4019510871693717,0.40821467265429895
11888097984042,-2.4809520267569103,1.807487209566716,14.037979597364853,-0.761338130865711,-0.7192701368246812,0.6808713912275216
